DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
10529	__label2__	5	Y	Outdoors	B00BLORPGG	Baofeng 2013 Newest Dual Band VHF and UHF Walkie Talkie, 5-watt, Black	Great for the price	I've been an Amateur Radio Operator for many years, and have more radios than I'll ever need. But when I see these Baofeng radios for under $50, I can't help myself. I already own the popular Baofeng UV-5R, and the new UV-B5 is even better. The UV-B5 feels more like a quality radio than the UV-5R. Most of the features are similar. The UV-B5 has slightly less channels (99), but has a channel knob instead of the LED flashlight. Programming is a little easier, but like the UV-5R, you'll want to buy the optional programming cable. Using the software from Baofeng, you can also expand the UHF RX frequency range to 520MHZ. The latest daily builds of CHIRP also work, but not the advanced settings or programming above 470MHZ (as of June, 2013). The UV-B5's operating manual is light years better than the operating manual that comes with the UV-5R, and also has a much better antenna.<br /><br />Performance wise, the UV-B5 is on par with my radios costing 3 times more. Transmit and receive are both excellent. Build quality is a step below the more expensive Japanese radios, and the scan speed is slower, but that should be expected from a dual-band radio costing under $50. Audio is excellent, and plenty loud from the small speaker. The 2000mAh battery lasts a long time. Unfortunately, the battery and charger are not compatible with the UV-5R. The programming cable is.<br /><br />This is just a great, cheap, dual-band radio.<br /><br />Pros:<br />Price!!<br />Very good audio on TX and RX.<br />Good battery life.<br />Good sensitivity and selectivity.<br />Great features.<br /><br />Cons:<br />As of June 2013, radio is still only available from overseas dealers.<br />Programming cable not included.<br />Very quirky programming without the cable.<br />Channel skip is only available using the programming software.<br />SMA Female antenna instead of standard SMA Male antenna.<br />Very slow scan speed.
10530	__label2__	5	N	Tools	B00DOMOCCI	The Reservoir, Emergency Water Storage System 100 Gallons	100-gallon Bathtub Water Emergency Preparedness System "The Reservoir"	This is a very handy Preparedness option if you want to fill your bathtub with safe, potable drinking water (in advance, while water pressure is still available). These are widely offered all over the Internet at prices from $18 up. These are essentially just giant vinyl bags with a nozzle/cap closure. The same exact bag seems to be sold under various brand names, but it's the same product.    I like this simple concept. Here are some points to consider:    1. Water weighs 8 pounds per gallon. Once full (even partially full), this thing will weigh a ton. Completely full, 100 gallons weighs 800 pounds.  It's not portable. You're not going to be lifting it out of the tub and carrying it anywhere. The vinyl would likely not survive 800 lbs of stress even if you had the manpower to lift it.    2. Once it's in place and full, your bathtub (and/or shower) are out of action and can't be used for anything else...like bathing, or decontaminating anything. So this works best if you have multiple bathrooms/tubs in order to spare one for water storage.    3. These are one-time-use items. Once you use it, and empty it, the vinyl bag is just too large to dry thoroughly after it's emptied. So there's that. On the other hand, 100 gallons of water (at 1 gallon per person per day) is a great resource.    4. If portability is a concern, you can achieve much the same thing using clean large plastic storage bins (Sterilite brand or similar) and stacking those in the tub. Same concept but capable of being moved if necessary.    SUMMARY: If you have a bathtub you can afford to dedicate solely to water storage in an emergency, this is a fast, easy, simple and clever solution to hold 90 days+ of survival water for one person, 45+ days for 2 people, etc. It pays to comparison shop on price. It's large, and a challenge to dry to dry out hygienically for possible re-use (consider a blow dryer and a funnel?), so I consider this a 100-gallon 'disposable'. On the whole, at around $20, this is a great solution at a low price for 100 gallons. Just make sure you have a tub you are willing to dedicate solely to water storage.    Hope this is helpful. Stay safe and happy trails, everybody.    PS: I just read reviewer Jennifer Gonzales's comments that people often overlook that they already have a ready source of clean emergency water in their home water heater. That's very true, and good to remember. There are lots of good how-to videos on YouTube on this--you'll just need to know in advance which valves are involved, and most units will need a crescent wrench to open the faucet type drain at the base of the heater.
10531	__label2__	4	N	Watches	B0066T2IAY	Fossil Men's JR1357 Nate Chronograph Black Leather Watch	Beautiful large watch with easy to read clean face	As a watch lover, this watch is a beautiful piece to wear and enjoy.  This is a large watch, the face is 50mm across, and about 53mm when you include the protruding hands and timer buttons.  I've had my watch a few months now and it's accurate and keeps good time.  The day counter does need to be adjusted forward when there's less than 31 days in a month.  The watch bezel rotates counter clockwise and clicks to lock in place.  Oddly enough it has 7 clicks for each 5 minutes, which really isn't an issue because it does line up on each 5 minute indicator.<br /><br />The band is very thick and robust leather.  The band is about 3mm thick and thus about as thick as the buttons that stick out on the right side.  One great feature of the band is that it includes the really simple to use Fossil release slider on each half.  On the under-side where it connects to the watch case there is a small spring loaded tab you simply side one way to release the bands.  This makes them easy to trade out for many of the other available options.  For example Fossil sells a silicone rubber band that I also enjoy and it's a simple process to make the change.  This opens up the option of having different colors for different looks and or outfits or occasions.<br /><br />The watch has a timer which will keep track by the second up to 30 minutes.  There's a second hand timer (bottom center dial) in addition to the sweep second hand.  There's a 30 minute small counter (upper left small dial).  The upper right small dial is a 24 hour time that shows you which hour of 24 the watch is showing.  I like the sweep second hand and appreciate that since many watches no longer have that.  The top button is the "start/stop" timer function.  The lower button is the "reset" button once you've stopped the timer.<br /><br />One of the additional features this watch includes is that any of the Fossil stores will replace the battery for $10 and guarantee it for a year.  That's a pretty nice benefit when manywatch shops can charge $30 or more for a new battery.<br /><br />This is a large watch, you need to keep it up on your wrist a little to keep the button protrusions from bumping into your wrist as you bend your wrist.  If you had a job where there was a risk of a possible snag or catch risk I would suggest a smaller watch.  Of course the trend now is for these larger watches.  This one is very easy to read with a clean simple font for the face.  The internal characters are very clean cut from what appears to be raised plastic and have a nice 3D look.<br /><br />4 stars for a beautifully crafted watch that I enjoy wearing.
10532	__label2__	5	Y	Tools	B000P6G74M	Tooluxe 10171L 13-Piece Titanium Drill Bit Set, High Speed Steel | Quick Change 1/4” Hex Shank	old pruduct improved to last longer	The bits have a double stamp to hold the hex to the3 shaft most have spun off the bit which if you have a conventional chuck will work fin but useless for a hex socket priced very well .,
10533	__label2__	5	Y	Wireless	B00LOYNFH6	iPhone 6s Plus Case, LUVVITT [Ultra Armor] Shock Absorbing Case Best Heavy Duty Dual Layer Tough Cover for Apple iPhone 6/6s Plus Black /Metallic Gold	Awesome cover	This is a beautiful phone cover and the first time I have had a cover with the hole to show off the apple logo.  The price is awesome and I have had a lot of comments on it.  I bought my husband the matching one for his 6 plus should it ever show up but that is a whole other review isn't it?
10534	__label2__	4	N	Toys	B00IQ8MTH0	Fisher-Price Little People Place Musical Preschool Playset	A fun preschool set!	I rated Fisher Price Little People set 4 stars because it is a cute musical preschool play set. I am generally happy with all the Little People sets I have and this is a great addition. I love how they designed it to look like a preschool with a teacher and 2 students, which you can add your other little people to the set also. The art easel, fish aquarium, round rug, hamster wheel, table/chairs, and slide are all items that make up a great preschool setting!<br /><br />The magical color rug doesn't really teach colors but sounds of each musical instrument which can be combined with pressing one other band instrument. The center of the rug is the teachers voice where she asks different questions and has a short conversation with you like; &#34;It's time for Ms. Hugs magical rug! what can you find? Come back soon!&#34;<br /><br />I didn't rate it 5 stars because although it states on the box over 35 sounds, phrases and songs, it seems half that amount. There should be more phrases added and could see this toy being tiresome after a short while. So I think I'll put it away and bring it out every couple weeks for a short time to play with so that it remains a &#34;new&#34; feeling toy.<br /><br />Overall, this Little People preschool set is a lot of fun which offers lots of opportunities to learn and pretend play. If your looking to add to your current collection or just start one of Little Poeple play sets, this is a good one!
10535	__label2__	2	N	Tools	B00203U69K	Power Spin	Melts when a power tool is used	After my hand got tired I connected the cordless drill to turn this at medium speed.  After a while, this got so hot, it melted the plastic and warped it so bad the Rigid "Power" Spin was destroyed.  This should be renamed to "Flimsy Melt" Spin instead.  A drain cleaner that can be powered by drill or motor should always be made of metal, not plastic.  I recommend General Pipe Cleaners R-25SM instead, which is built MUCH tougher and still reasonably priced.
10536	__label2__	5	Y	Tools	B009YF5OT4	Dorcy 41-4755 CyberLight Weather Resistant LED Flashlight with Nylon Lanyard and TrueSpot Reflector, 190-Lumens, Neon Green Finish	GREAT!	Fast Service - Product is as it was described and pictured! I will shop with them again in the future :)!
10537	__label2__	5	N	Home Improvement	B000UNWJMY	Moen 6303 EASY CLEAN XLT Single Function Showerhead, Chrome	Nice balance between cost and quality	Excellent quality inside and out, basic but still stainless steel.  Allows 2.5 gallons a minute.  I'm a woman, and installation was easy.  I've installed a few already, and as long as you have plumber's tape, you're good to go. You will not be able to adjust the flow or spray type, but I found it to be more that adequate.
10538	__label2__	4	Y	Home Improvement	B00BG4T6EU	Rextin 20pcs 12V 7512 5050 SMD 3 LED Module White Waterproof Light Lamp 3 years warranty for home garden xmas wedding party decoration or letter design	20pcs 12V 7512 5050 SMD 3 LED Module White Waterproof Light Lamp by Rextin	I ordered enough of these 20pcs 12V 7512 5050 SMD 3 LED Module White Waterproof Light Lamp 3 years warranty by Rextin to replace the T8 Flour. bulbs in my garage lights and will mount them on the fixture to shine through a glass sheet down through the plastic cover on the fixture.  They are really bright and 20 come made up in one component.  I'll drive them with a Solar charged battery and little wind generator and turn them on and off with a motion PIR controller.  This is one of the best bargains in LED lighting I have found.  Very much worth the money paid.  Very satisfied.  Can be purchased in bulk at a considerable savings per 20 strip units of Three little LEDs per strip.  Get one and play with it. The plastic, which absorbs heat and then melts needs to be removed and replace with something to remove the heat, air circulation is a must.
10539	__label2__	3	Y	PC	B00G0MP05W	iCarez HD Clear Premium Screen Protector for Apple iPad Mini, iPad Mini 2, iPad Mini 3 - Retail Packaging - (Pack of 2)	So so	Great packaging, and that's about the only good thing I can say about this screen protector.<br />Followed the instruction to the tee, the result was really disappointing. bubbles, so many bubbles.<br />It was put on my brand new iPad mini, just taking it out the box, clean the screen and bubbles. Kept on pushing and pushing, they just doesn't come out. I've done Screen protection on all my smart phones, iPads, Tablets etc. None came out this bad.
10540	__label2__	3	N	Video DVD	B0035JHYGQ	Tenderness	Good performances, strange story	It's hard to figure out just why the teenage girl in this story would want to be with a known psychopathic killer and why she would want to let him have his way with her.  But it's equally intriguing to see him hold back in her presence.<br />Jon Foster, Russell Crowe, and the other cast members do well in their roles, although the motives as mentioned above may leave you scratching your head.
10541	__label2__	4	Y	Video Games	B00BI9MDSO	AmazonBasics Heavy-Duty Vault Case for PlayStation Vita and Vita Slim (Officially Licensed by Sony)	Solid case	This is a really good case and I feel like my Vita would be adequately protected if I were to drop this case (not that I'd TRY, mind you, but I feel secure with it in this case).<br /><br />That said,  I have a couple of wishes:<br /><br />1.  The case can hold 3 game cartridges and 1 memory card.  I WISH that it could hold 6 and no memory card.  I have a 32 GB card and I don't intend on switching these out.<br />2.  I wish it had a detachable strap...even a hand strap would be great.  The case is fairly large and carrying it for extended periods means you need to have a secure grip on it.<br /><br />Other than that, top marks - great case!
10542	__label2__	5	N	Beauty	B001CSOBWW	MAKE UP FOR EVER Smoky Lash	Great mascara.	I love this mascara. Black is super black, lashes get volume, length and stayed curled (but I use eyelash curler before).<br />There is no flaking at the end of the day.<br />The only thing is that less is better-I use it first on the end of lashes and if I feel like I want more dramatic look apply one more coat from the bottom of the lashes. But usually 1 coat is enough.<br /><br />Waterproof Smoky lashes is excellent too, truly water resistant (have to wait till is dry to go the pool).
10543	__label2__	5	Y	Health & Personal Care	B0040MIBBY	Better Life All-Purpose Cleaner, Unscented, 32 Ounces (Pack of 2)	Price went up after Shark Tank	I use this on our table, on our granite (sometimes) on the floor for quick spills, on her booster chair, it really is a whatever cleaner. I have however noticed the price went up on all their products after it was featured on Shark Tank, what a shame.
10544	__label2__	5	N	Grocery	B00JX9HMXM	V8: V-Fusion Peach Mango Juice, 46 Fl Oz(Pack of 4)	Tasty and Healthy ~ Great with Seltzer, Too!	If you are wanting to get more vegetables in your diet, these fusion drinks which combine fruit juices with vegetable juices are a savvy way to do so. This peach mango mixes the juice of sweet potatoes, yellow tomatoes, and yellow carrots with the juice of white grapes, apples, oranges, peaches and mango puree. You really taste the peach-mango flavor with the other subtle flavors as nuances.<br /><br />It is 100% juice with no ADDED sugar. However, it does include natural fruit sugar, as all juices do, which is part of the fruit juice - 26g sugar in a one cup serving. What I like to do is use about 1/8 cup - which would be about 3.5g of fruit sugar and 20 calories - and put it in a cup of seltzer with ice to make a refreshing and healthy drink. One cup of this fruit-vegetable fusion drink is 120 calories, but you can dilute it with seltzer to give it fizz and less calories for a refreshing, healthy and tasty beverage. It provides 100% of daily vitamin C and 20% vitamin A in one serving.<br /><br />It's a great concept to mix fruit and vegetable juices in a healthy fusion drink like this which is naturally delicious. Of all the V8fusion drinks, this is one of my favorites. Mango and peach together are so refreshing and rather tropical tasting.
10545	__label2__	5	Y	Books	0062202715	Nothing Gold Can Stay: Stories	Interesting, Intriguing and Often Surprising	I enjoyed each and every one of these stories. Ron Rash has a way with words and his stories are interesting, intriguing and often surprising.<br /><br />In The Trusty, a prisoner gets loose and with the help of a woman he sees his way to freedom only to have things turn on him in the end.<br /><br />In Cherokee, Danny goes to a casino hoping to win enough money to pay off his debt. He and his wife check in to the hotel and Danny carefully plays the slot machines.<br /><br />A man who considers himself a 'Servant of History' looks into the etiology of songs. His search for these beginnings ends up turning around and harming him.<br /><br />Those Who Are Dead Are Only Now Forgiven was one of my favorite stories in the collection. A college student is in love with Lauren who has turned into a meth-head. He tries to free her from her addiction but ends up giving himself to her and her demons.<br /><br />The Dowry is another of my favorites. A family is totally against the marriage of their daughter and is about to kill her fiance when a pastor steps in to make things right and evens up the score.<br /><br />All of the stories have panache and I read them aloud to my husband as we were driving. It was great to hear the words spoken and to share the book with someone else. It is a welcome addition to Rash's repertoire of works and I plan to read his other short stories soon. For those of you who enjoyed 'Serena', these stories will not be disappointing.
10546	__label2__	5	Y	Health & Personal Care	B004D4SW5O	ViSalus Body By Vi Challenge Shape Kit, 48 meals, 10 mix-ins	I love these shakes	I have never been a big fan of custom diets.  I have tried many before and got tired of the same thing over and over again.  I had some friends that were part of the cult that is ViSalus and kept trying to sell me on the product.  I finally broke down and bought it on Amazon instead of through them because it was cheaper and I am not being bothered to reorder and such.  Now for the product review:<br /><br />I love these shakes.  I am moderately active to begin with.  I play baseball once a week, I like to go outside and do yard work and I also have a woodshop that involves carrying heavy pieces of machinery and lumber around.  However I was 6'0&#34; and 205 pounds and really needed to drop some weight.  I thought 10 or 20 pounds would be good and I'd be fine.  Well after losing 20 in just a little over 2 months, I am now almost down 30 in just over 3 months and very happy with the results.<br /><br />It tells you to drink 2 shakes a day and a sensible meal but let's be honest, we humans love food.  I did the opposite of what everyone tells you, which is to get on the scale once a week or once a month.  I get on everyday.  Morning and night.  I really wanted to track my habits and how I lost each day.<br /><br />I found the best thing for me is a bowl of Quaker Oatmeal in the morning (brown sugar maple), a shake for lunch (look on pinterest and find shake recipes), and a sensible meal like a turkey sandwich or wrap or salad or something at night.  If I wanted a snack I will eat something like an apple with peanut butter or some Special K cracker chips or something healthy.  I was not extremely careful in calorie counting but I do go over my options and choose the best one.  Don't get me wrong, you will want food, food, and more food while on this diet.  Just as you will with any diet.<br /><br />The shakes are not that great by themselves.  Tastes like a typical protein shake.  I mix it with almond milk and other ingredients and come up with a less than 200 calorieshake that tastes great.  My favorite for instance is 2 scoops of powder, one cup of almond milk, 1 tablespoon of PB2(look this stuff up, it's awesome), 1 tablespoon of chocolate Fat free Jello pudding mix, and one teaspoon of caramel flavoring.  Throw in a handful of ice cubes and blend and it tastes like a snickers.  As I said before, you can look on pinterest or other sites and find recipes for different shake flavors that are great and PB2 instead of peanut butter provides half the calories and fat.<br /><br />So all in all, I would highly recommend this diet for someone that knows how to stick to a diet.  I lost 20 pounds in over 2 months with no time at the gym.  After that 20 it was a little harder to lose so I now work out about 3 times a week and I feel and look great.  I am still losing but I am also adding muscle so I don't notice the weight drop as much but it's still there.  All with just one shake a day instead of 2.
10547	__label2__	5	Y	PC	B00B9J319S	Alpatronix 4-in-1 Protective PU Leather Classic Black Case for Apple iPad 4 Retina Display and iPad 3 with Built-In Stand: Auto Sleep Smart Cover Function / All Ports Easily Accessible / Lightweight / Slim Fit with Soft Interior Lining and Leather Protection Against Stains, Scratches and Splash. Great for use at Home, Work, Travel and Outdoors. Exclusive 1-Year Warranty (Comes In Retail Packaging)	Great Value	This case is a nice value for the money. It certainly isn't the fanciest case out there, but it is very nice considering the low cost.<br /><br />When &#34;tenting&#34; your ipad there are 4 different options for height, so you have plenty of options for positioning. The cover latches closed and does not come off on its own - a feature I appreciate when travelling with the ipad. I don't have to worry about something being able to get in contact with the screen and scratching it. They way the ipad fits into the case is also secure, so you do not need to worry about your ipad falling out of the case.
10548	__label2__	4	N	Home	B00A2VND0Q	Eureka AirSpeed Pet Bagless Upright Vacuum, AS1002A	Strong Suction, light to push	I found this vacuum easy to put together.  It has a lot of attachment pieces but the main vacuum was not hard at all, then the pieces just snapped in.<br /><br />It IS heavy and I'm glad that I have a single story house.  I don't think I'd want to carry it up and down stairs.  However, once you turn it on, it practically pushes itself so it is very good at self propulsion.  The suction is incredible.  It is loud, but it does suck up the junk.<br /><br />Features I like:  I love that it has a knob to turn to change from bottom suction to the attachments.  It's a nice feature that makes work a bit easier.  It has a pet paw for doing upholstery with a nice long reach, and the cord is long too.  The canister is easy to empty and put back for me, but is not designed nearly as well as the Hoover Bagless T-Series canister. I love that they've painted the ON/OFF lever RED and have it so that you can kick it with a foot.  I review a lot of vacuum cleaners and it is so nice just to be able to FIND the on/off switch so quickly, and sometimes when you are working, you suddenly see a Lego or something in the floor and the lever switch will let you turn it off quickly before you damage a belt.  The cord is very long and I suppose it is too much to wish it would retract.  It's nice be able to cover my central hall AND my living room.  It  has HEPA filtration, which is great for allergy sufferers.<br /><br /> Out of the box this does seem to have a bit more suction than most vacuums in this price range. I've used it about a month and haven't noticed a decrease, if it doesn't last over time, I'll update this review.<br /><br />MY DISLIKES:  It's bulky and big to store, and it is heavy.  While this is not a problem PUSHING it, it might be if you need to carry it around. Replacement filters for the HEPA filtration system might be expensive.  I wish the cord was retractable.  I don't see a way to turn the brushes off for hardwood floors.
10549	__label2__	5	N	Health & Personal Care	B007UZNR1C	Quilted Northern Ultra Plush Bath Tissue, 36 Double Rolls	One of the best toilet papers on the market at a great price	Quilted Northern is one of the best toilet papers on the market.  It's soft, durable, and comfortable.  The best thing about this deal, however, is that with a coupon and subscribe & save, you can get a 36 pack for $13-14!  That's an amazing deal and should not be passed up!
10550	__label2__	5	Y	Baby	B004GEC8LU	Graco Highback TurboBooster Car Seat, Spitfire	great seat	I bought this for my son after looking at what is the safest seat for his age and weight and this one was one that was popular and I can see why. the seat is rally safe and nice feature and Is conformable for long rides.
10551	__label2__	5	Y	Beauty	B008HBMRRS	Burt's Bees Intense Hydration Day Lotion, 1.8 Ounces	Perfectly moisturized	My new favorite face lotion. I was a long time user of Olay, but the changed the formula of my usual brand and I didn't like the perfumy odor. My skin is sensitive to begin with so I'm always reluctant to try another brand--it's usually 50/50 as to whether my skin will break out. I wanted to try something more on the natural/organic side as well. Having used Burt's Bees products before I took a chance. I am so glad I did. It is thick, creamy, and light once you rub it in. I have been using it for almost a month and NO break outs. In fact I think my skin even looks better, it feels moisturized. You also do not need to use a lot. One pump is all you need, and even that a little too much...so I just rub the excess on my hands. I am very impressed by this lotion. I did not expect it to feel this good and most importantly no residue!
10552	__label2__	5	Y	Office Products	B009TB9SL8	7 Pack Remanufactured Epson 78 , T078920 2 Black, 1 Cyan, 1 Magenta, 1 Yellow, 1 lightycyan, 1 lightymagenta for use with Epson Artisan 50, Stylus Photo R260, Stylus Photo R280, Stylus Photo R380, Stylus Photo RX580, Stylus Photo RX595, Stylus Photo RX680. Ink Cartridges for inkjet printers. T0781 , T078120 , T0782 , T078220 , T0783 , T078320 , T0784 , T078420 , T0785 , T078520 , T0786 , T078620	Works in my printer	These cartridges were recognized with no issues by my printer, and were easy to install. I like the two black cartridges included.
10553	__label2__	5	Y	Health & Personal Care	B00062N428	German EKG Caliper	great for fine woodworking and precision joinery	I got these on a whim.  I needed a set of accurate dividers for fine woodworking projects that involved copying and transfering small measurements - at the level of a few thousandths.  The human eye can recognize irregularities at that level and errors can destroy the aesthetics of the project.  I thought about getting a set of Groz calipers that comes with a divider, but I already had inside and outside calipers and i didn't want to spend $50 just to get a divider.  Then i came by this EKG caliper as an Amazon add-on for $6.31 so i got it.<br /><br />These calipers are great.  they are very well made and very sturdy.  Their maximum span is 7.5", but the effective usable span is more like 7", so they're not well suited for cabinet work, cutting sheet stock, and wood turning.  But for precision joinery, laying out dovetail joints, duplicating precise dado's, etc. these are just the ticket.  The arm tension is adjustable via two small set screws, and the points are replaceable.  These points are sharp and may also serve as an occasional light-duty scribe.  The points are protected with a convenient hard plastic cover which works fine.  My cover fits tightly enough to stay on in my pocket, but caliper placement in woodworking is primarily an out-of-pocket experience, so tightness doesn't matter much.<br /><br />At $6 these calipers are a great deal for anyone who needs to measure, transfer or step off small distances, scribe small circles, create simple geometrical patterns, etc.  The advantages over standard flat leg dividers for woodworking are that these dividers are precision-made, the points are ground to a precise center, and that they firmly hold their span for duplicating measurements, where most of woodworking dividers I'm familiar with use a threaded cap to hold the span which is far less convenient.  This would also be useful in metalworking small objects on mills, lathes, etc. which I don't do any more.  It will not replace the Trammel point - but for smallmeasurement, this is simpler and more accurate.<br /><br />This might also be useful with navigational charts, small part duplication, accurate metalworking, etc.  A very inexpensive and handy tool well beyond its intended uses.
10554	__label2__	3	Y	Outdoors	B00508TE40	2PCS Red LED Flash Tyre Wheel Valve Cap Light for Car Bike bicycle Motorbicycle Wheel Light Tire Light	Dimensional problems	These are male threaded and come with a female to female coupler.  This makes them stand too far off of the wheel rim.<br />Combine with the valve stem, the thickness of the light unit, plus the plastic light tube, and this could only really be used on a very small wheel.  Using on 26&#34; wheels, these bend off to the side, back and forth.<br /><br />Also, these are all plastic, with poor clearances.  You won't keep water, dust, and air off of the valves with these.
10555	__label2__	4	N	Lawn and Garden	B00IR99G7Y	#1 Barbecue Grill Light with 10 Super Bright LED Lights - Durable, Weather Resistant, Versatile LED BBQ Lights for Outdoor Grilling (Black)	BBQ's best invention (if only it was weather proof!)	[[VIDEOID:8712406df7dc5717aaeb927ed7c07d07]] No more burned meat! This happens way too much: I awkwardly shine a flashlight on my steak, it looks done, I bring it inside, cut it open... and it still needs another 5 minutes.  This light has saved me much annoyance.<br /><br />Pros:<br />- It actually fits perfectly on my BBQ.  I was very stoked.<br />- Lights up the entire grill with brilliant blue LED light.<br />- Comes with 3 AA batteries in box (not all companies do that! But obviously Brigmon does!)<br />- Black color stays out-of-sight (as opposed to a bright white colored light)<br />- Once installed it stays secure.<br />- The people at Brigmon are very nice folks (they're the ones who sent me this light to review and test. A lot of sellers sell this light on Amazon, but I would suggest going through these nice folks.)(no I don't work for them... they really are friendly).<br /><br />Cons:<br />- Have to take it off/on if you're not using it (see note below).<br /><br />Note: If you live in a warm climate (e.g. CA or AZ), then by all means this is a must-have.  However for my personal use here in the PNW weather, I must take this on/off to use it because I don't want it to get ruined in the rain. Or if you have a rain cover, just tuck this underneath (if it fits).<br /><br />Overall, a 4/5 stars product.  Really if you love to BBQ, this is a must-have toy.  (I guess it'd make a great gift too)
10556	__label2__	5	Y	Video DVD	B000U1ZV58	4 Film Favorites: Classic Horse Films (Black Beauty, National Velvet, International Velvet, The Story of Seabiscuit)	I love it	I had the first 3 films already but couldn't find International Velvet on DVD seperatly.  Glad to have the complete set of 4.
10557	__label2__	5	Y	Home	B000UUCA62	Gingher 3.5 Inch Stork Embroidery Scissors (01-005280)	Fabulous Scissors	Terrific pair of thin pointed sharp scissors that will reach into small sewing areas to clip threads.  I have 2 pairs so I will have them any place I decide to sew.
10558	__label2__	4	Y	Sports	B0032X017O	Guide Gear Hunting Hang On Tree Stand	Perfect for my needs.	Great for the price. Very basic and if worst case scenario it walks off its not a huge finical loss. I put a different pad on it though because the one that comes with it is a bit like a sponge and I didn't want to come to the tree and sit on a wet sponge. I didn't actually test its porosity but it sure looks like a sponge and I didn't want to find out the hard way.
10559	__label2__	4	Y	Health & Personal Care	B0006U7YEY	Thermoskin Premium Arthritic Gloves, Black, Small	Very nice gloves	These are nicely made. I have small lady hands and found the small size not too tight, but tight enough to provide moderate compression. The only problem is that the gloves get a bit sweaty and stick to hands when being pulled off  (unlike the other brand I bought on Amazon last year). I also got a bit of a rash in the base of my thumb, probably from sweat. But the warmth does help with arthritis.
10560	__label2__	4	N	Video Games	B00KSVXSZU	Turtle Beach - Ear Force XO One Amplified Gaming Headset - Xbox One	They work great!	Really nice set of Xbox headphones. Setup is instant - just plug them in. Sound quality is fantastic and the audio isolation is very good. They work equally well for in-game audio chats as well as just using to watch Netflix etc. the cord could be longer but they are what they are. Very happy.
10561	__label2__	5	Y	Office Products	B00466887G	iCraze Adjustable Vented Laptop Table Laptop Computer Desk Portable Bed Tray Book Stand Multifuctional & Ergonomics Design Dual Layer Tabletop (Black)	Very happy	I love this thing. It keeps my laptop nice and steady while computing on the sofa.  Very innovative design with lots of positions possible.  I've already settled on my favorite.  The numbers on the pivot points really help with remembering alternate configurations.  The fans are a bit noisy at times but nothing terrible. The side platform is nice to have but I decided not to use it just yet. The 2 plastic clamps go along the bottom edge and help hold your laptop in place when tilting the table at extreme angles.  It's lightweight but feels durable. Should have got this long ago.
10562	__label2__	2	Y	Office Products	B00F8ZBEL6	Pastorable Canvas Pen Pencil Stationery Pouch Bag Case,set of 4	Functional but flawed	Cheap material I can understand for this price but annoyed at the improper English in the writing on every one of them.
10563	__label2__	2	N	Toys	B0043CAIYY	Pokemon Trading Card Game Undaunted (HS3) Theme Deck Daybreak Espeon	not a good deck	I recieved this deck for my birhtday it is very mediocre and the theme card only does 30 damage it would be OK for a person very knew to pokemon it comes with a bunch of duplicates and has no strenght or strategy i'm guessing pokemon made because they ran out of ideas
10564	__label2__	2	N	Beauty	B00GYB1AQM	TRESemme Expert Selection Shampoo, 7 Day Keratin Smooth 9 oz	Lower Sulfites Not NO Sulfates	This shampoo is a disappointment for me.  I have used the conditioner and leave in treatment in this hair care line and love both.  I was excited to test this specially formulated shampoo as well.  Once I received it and read the label I was very disappointed to learn this contains sulfates the evil enemy of Keratin users.<br />This suds up nicely and smells great.  My hair was left feeling clean, yet I had that sinking feeling I was damaging my hair.  I'll continue to use the conditioner and leave in treatment, but I'm sticking with no sulfate, no suds shampoos.
10565	__label2__	3	N	Video DVD	B00C1LIYWM	Safe Haven	Nicholas Sparks Romance with Just a Little Bit of Mystery	Julianne Hough is Katie, a young woman on the run from her past. Katie boards an Atlanta-bound bus, and gets off impulsively at Southport, a beautiful coastal town in North Caroline. There she meets Alex (Josh Duhamel), kind-hearted manager of a grocery store, and starts a new life. Little does she know, however, that her past is slowly catching up with her in the form of a Boston police detective (David Lyons), who seems to know something about her.<br /><br />“Safe Haven” is a Nicholas Sparks adaptation, which may tell you a few things about the film. Directed by Lasse Hallström (who also helmed a Nicholas Sparks romance “Dear John” a few years ago), “Safe Haven” is not surprisingly very romantic, but his new film does not stop there.<br /><br />For “Safe Haven” attempts to be a “mystery” – in more than one sense in this case. There are a few surprises in the story, but they are just a little less impactful than they could have been, as the story is told with little to no build up or nuance. Several supporting characters, Katie’s neighbor Jo (Cobie Smulders) for example, could have been more intriguing with a few clues as to why she gets interested in Katie.<br /><br />The film is overlong and its mid-section drags, but the film is not boring for the most part of it. After all this is a Nicholas Sparks tale and he sure knows how to spin a romantic tale.
10566	__label2__	5	Y	Home Improvement	B00BD9JTI6	Bulbrite LED20PAR38NF/30K/D 20-watt Dimmable LED PAR38, Medium Base, Soft White	Good quality bulb	I've been very happy with this bulb. My opinion is that it is purchased by the company from a vendor who also sells this exact bulb to Feit and a few others (such as what is available at the large name home repair shops).  Diecast heat-sinks and  a good lens make for a nice bulb. I'm happy with my purchase and at this price definitely recommend it.
